Employee ID,First Name,Last Name,Age,Gender,DOB,Date Joined,Date Resigned,Department,Salary,Performance level
282,Adam ,Brown,55,Decline to comment,2/11/1930,3/11/2021,7/7/2023,IT,106308,Needs Improvement
283,Steven,Haney,34,M,6/22/1958,6/1/2020,10/24/2020,Finance,166968,Below
284,Sheryl,Mcdaniel,60,M,7/19/2019,9/28/2022,4/11/2023,Finance,170049,Exceeds
285,Angela,Sullivan,37,M,11/7/1956,4/6/2020,7/9/2021,Engineering,143251,Outstanding
286,Madison ,Bridges,18,N/A,10/5/1975,3/23/2023,11/17/2023,IT,183348,Outstanding
287,Cynthia,Murray ,32,Decline to comment,6/1/1992,2/12/2020,5/7/2022,HR,148300,Below
288,Joanna,Vega,51,M,9/19/2019,7/23/2023,11/22/2024,IT,157521,Needs Improvement
289,Tamara,Jackson,22,Decline to comment,6/23/2022,9/2/2021,2/7/2025,Finance,161379,Needs Improvement
290,Bullock,Smith,33,N/A,12/7/1991,7/17/2023,12/20/2023,Finance,172469,Meets
291,Elizabeth,Smith,70,M,3/20/1936,2/12/2020,9/3/2021,Operations,4237,Exceeds
292,William,Ward,31,F,10/25/1923,11/12/2022,8/29/2025,IT,66387,Meets
293,Todd,Wilson,55,Decline to comment,8/14/2007,10/16/2022,10/28/2025,Finance,174024,Needs Improvement
294,Traci,Barnett,61,F,6/20/1987,12/2/2023,4/24/2026,Customer Service,107065,Exceeds
295,Jonathan,Bell,35,Decline to comment,4/4/2021,6/8/2021,5/5/2024,Finance,66488,Meets
296,Vargas,Schroeder,66,F,2/16/1992,2/11/2022,10/31/2023,Marketing,111532,Meets
297,David,Myers,53,F,8/30/2017,9/18/2021,9/12/2022,IT,129405,Below
298,Olivia,Rowland,30,M,10/29/1967,11/22/2023,6/6/2026,IT,127012,Outstanding
299,Brittany,Green ,66,M,9/11/1953,9/26/2022,2/18/2024,Customer Service,195264,Outstanding
300,Nancy ,Clayton,41,M,NULL,12/2/2023,10/13/2026,IT,134910,Needs Improvement
301,Danielle,Ward,25,F,12/12/1915,11/30/2023,4/6/2024,Sales,104225,Outstanding
302,Mark,Cross,38,F,4/4/1930,12/2/2023,5/26/2024,Sales,122113,Outstanding
303,Jerry,Love,35,F,3/16/1989,6/23/2021,10/23/2021,HR,76522,Meets
304,Brian,Patterson,31,M,8/20/2011,10/28/2023,2/10/2026,Marketing,137736,Outstanding
305,John,George,70,Decline to comment,NULL,12/2/2023,6/3/2028,Customer Service,45438,Outstanding
306,Daniel,May,33,F,3/12/1935,4/27/2022,1/25/2024,Finance,125743,Exceeds
307,Kelly,Myers,36,N/A,12/23/2002,11/22/2023,4/7/2027,IT,173238,Below
308,Victor,Solis ,32,M,9/12/2011,4/19/2023,6/16/2025,Sales,173521,Exceeds
309,Pope,Gibson,67,F,7/7/1947,4/29/2021,8/22/2021,Engineering,51153,Exceeds
310,Faulkner,Holt,57,F,9/22/1922,10/18/2022,2/24/2023,Customer Service,93818,Meets
311,Thomas,Gonzalez,25,M,8/7/1934,3/5/2021,6/21/2022,HR,97771,Needs Improvement
312,Daniel,Burton,22,F,8/8/1963,2/13/2020,1/22/2022,Engineering,94282,Exceeds
313,Lori,Williams,40,M,12/12/1917,9/14/2022,8/12/2024,Finance,40076,Needs Improvement
314,Paula,King,42,M,6/28/1974,8/20/2021,10/17/2022,Marketing,9069,Below
315,William,Bailey,42,Decline to comment,4/19/1915,4/20/2021,10/28/2024,Sales,51430,Below
316,David,Adams,48,M,3/16/2005,3/23/2021,6/6/2023,Operations,135108,Below
317,Jerry,Bradley ,53,M,9/2/1910,5/15/2023,5/8/2024,IT,149742,Below
318,Julie,Koch,58,M,10/20/1950,10/3/2020,6/2/2021,Customer Service,50920,Meets
319,Gregory,Murphy,27,M,NULL,7/7/2023,11/9/2026,Sales,135903,Meets
320,Joe,White,51,F,7/16/1975,12/13/2023,5/10/2027,HR,101002,Exceeds
321,William,Bell,32,N/A,6/1/1992,6/4/2020,3/18/2022,HR,92233,Exceeds
322,Dorothy ,Williams,38,N/A,1/15/1914,7/11/2023,10/1/2026,Finance,186965,Exceeds
323,Jack,Bryant,43,F,8/21/1922,4/5/2020,8/3/2021,IT,51676,Meets
324,Johnny,Hughes,41,F,8/9/1927,2/25/2022,11/1/2025,Customer Service,135838,Meets
325,Gonzalez,Hill,57,N/A,7/10/1942,6/14/2021,10/15/2023,IT,113928,Below
326,Crystal ,Allen ,53,F,3/22/1976,6/21/2021,11/19/2023,Sales,45015,Outstanding
327,Michael,Bryce,53,F,NULL,12/2/2023,2/11/2026,Operations,158052,Meets
328,Robert,Butler,24,N/A,4/17/1986,6/6/2022,10/28/2025,Marketing,52517,Outstanding
329,Thomas,King,60,F,5/11/2023,3/11/2021,12/22/2024,IT,151302,Meets
330,Daniel,Mcguire,65,F,6/5/2002,11/7/2021,1/24/2022,Engineering,4199,Needs Improvement
331,Michael,Knox,69,Decline to comment,8/19/2010,6/15/2023,11/10/2025,Finance,123819,Below
332,Ashley,Wilson,42,N/A,NULL,7/13/2022,5/10/2025,Sales,65164,Below
333,Tracy,Kim,63,Decline to comment,9/5/1919,11/29/2023,8/11/2026,Operations,110214,Below
334,Janet,Johnson,52,F,1/24/1998,10/12/2020,6/14/2022,HR,83361,Meets
335,Jasmine,Baldwin,41,M,6/22/1992,7/30/2021,7/9/2023,IT,68080,Exceeds
336,Jennifer,Mcguire,30,Decline to comment,1/5/1911,4/13/2022,6/25/2023,Marketing,166560,Below
337,Matthew,Johnston,111,M,5/22/1913,7/4/2021,5/2/2022,Customer Service,104281,Exceeds
338,Anthony,Dillon,34,F,9/3/1972,4/15/2023,9/10/2026,Sales,14828,Exceeds
339,Veronica,Moran,27,F,4/2/1937,12/17/2021,4/27/2024,IT,130085,Outstanding
340,Tyler,Bray,18,M,1/15/1959,3/13/2020,6/13/2020,Finance,63592,Meets
341,John,Mullen,44,F,5/12/1984,7/24/2023,7/6/2025,Marketing,155120,Needs Improvement
342,Charles,Hodges ,22,F,3/4/1937,2/24/2023,10/28/2025,Marketing,176789,Below
343,Christopher,Davis,45,M,3/8/1941,7/10/2022,10/4/2024,HR,124125,Needs Improvement
344,Barnes,Johnson,67,F,6/17/1981,12/4/2022,6/2/2025,Marketing,38709,Exceeds
345,Timothy,Valdez,61,M,NULL,7/7/2022,9/26/2025,Sales,51870,Meets
346,Kevin,Freeman,58,F,3/1/1966,12/2/2023,4/23/2028,Operations,190926,Below
347,Christina,Wyatt,28,M,12/28/2001,11/17/2023,3/12/2026,Finance,67212,Meets
348,Victor,Pham,26,M,2/2/1932,1/16/2023,9/12/2025,Operations,40785,Exceeds
349,James ,Lee,63,M,8/21/1978,9/16/2022,12/14/2025,IT,82582,Below
350,Robert,Mcmahon ,25,F,4/13/1999,8/1/2020,10/5/2023,Engineering,125649,Exceeds
351,Kristin,Lowe,25,N/A,8/1/2015,11/20/2022,8/8/2024,IT,72046,Needs Improvement
352,Mitchell ,Orr ,64,M,7/8/1948,12/2/2022,10/21/2025,Customer Service,83104,Needs Improvement
353,Kevin,Harrell,30,M,4/19/1939,6/6/2023,8/17/2025,Engineering,171199,Outstanding
354,Thomas,Smith,64,F,4/12/1960,9/28/2021,1/5/2025,Finance,2521,Meets
355,Wendy,Clarke,21,M,1/22/1962,5/23/2021,8/19/2023,Engineering,173084,Exceeds
356,Christopher,Duran,110,F,1/1/1914,3/7/2023,11/11/2026,Sales,68491,Below
357,Jason,Reese,57,F,1/21/1950,1/14/2020,10/14/2023,IT,143549,Needs Improvement
358,Michael,Harris,45,M,10/14/1920,1/6/2021,9/13/2023,Customer Service,50952,Outstanding
359,Amy,Edwards,36,F,7/9/1923,3/4/2022,6/23/2024,Engineering,32405,Meets
360,Nicholas,Garcia,57,F,10/27/2019,12/7/2023,11/29/2026,IT,6417,Needs Improvement
361,Vincent,Monroe,61,N/A,NULL,12/2/2023,10/25/2025,Marketing,120926,Outstanding
362,Manuel,Torres,32,M,6/1/1992,10/5/2021,7/5/2024,Operations,5536,Outstanding
363,Dakota,Taylor,50,F,1/27/1918,3/16/2023,3/24/2024,Operations,125050,Exceeds
364,Madeline,Sellers,38,M,11/11/1940,6/22/2021,5/25/2024,IT,48447,Exceeds
365,Kayla,Phillips,32,F,NULL,7/28/2022,5/9/2024,Customer Service,193284,Meets
366,Andrew,Chen,50,M,NULL,11/21/2023,10/22/2025,Engineering,87606,Below
367,Jonathan,Tran,29,N/A,8/14/2021,8/8/2023,8/3/2027,Finance,16497,Outstanding
368,Tiffany ,Obrien,96,M,1/6/1928,5/9/2021,6/28/2023,Engineering,130692,Meets
369,Laura,Williams,26,M,NULL,3/25/2020,4/4/2023,Finance,194325,Exceeds
370,Cole,Glover,19,F,8/15/1931,5/21/2022,2/12/2023,IT,165978,Below
371,Bryan,Lopez,61,M,12/12/2016,12/14/2020,8/31/2024,Engineering,33705,Needs Improvement
372,Natalie,Murillo,30,M,5/3/2009,12/2/2023,11/19/2027,Sales,56406,Meets
373,James,Jimenez ,52,Decline to comment,12/16/1947,12/2/2023,10/4/2025,IT,166935,Meets
374,Katelyn,Cox,21,F,12/11/2020,11/4/2023,5/21/2024,Operations,53993,Exceeds
375,Robert,Hill,49,M,6/11/1978,1/28/2020,3/3/2023,Operations,139692,Below
376,Jennifer,Roberts,55,M,3/25/2015,12/2/2023,3/16/2027,Marketing,156079,Outstanding
377,Monica ,Livingston,32,M,6/1/1992,12/2/2023,11/6/2027,Operations,72391,Below
378,Reilly,Stephens,41,Decline to comment,6/30/1910,9/17/2023,2/7/2027,Marketing,132732,Needs Improvement
379,Dustin,Wang,30,Decline to comment,9/8/1986,9/26/2022,8/3/2025,Engineering,55902,Meets
380,David,Howell,31,F,NULL,5/22/2023,7/24/2023,Operations,110179,Outstanding
381,Gail,Valdez,24,F,10/1/1908,12/13/2021,3/22/2023,Marketing,134653,Outstanding
382,Sheila,Perez,19,Decline to comment,10/25/2004,8/13/2022,12/4/2025,Finance,107643,Outstanding
383,Amy,Miller ,41,M,6/8/1920,2/20/2022,8/22/2025,Operations,175029,Needs Improvement
384,Daniel,Patterson,29,F,2/21/1963,5/26/2022,10/16/2023,IT,69957,Needs Improvement
385,Karen,Collins,36,F,9/12/1941,4/5/2022,4/25/2024,HR,31216,Meets
386,Kyle,Reynolds,47,M,12/17/1941,12/2/2023,5/9/2025,Sales,179071,Meets
387,Calvin,Jordan,44,F,5/10/1973,7/10/2021,5/1/2024,IT,161223,Outstanding
388,Lindsay ,Thompson,56,M,NULL,5/27/2022,9/1/2023,Operations,122265,Below
389,Debra,Mckay,67,Decline to comment,12/28/1957,7/1/2021,11/30/2021,Sales,175230,Outstanding
390,Barbara,Henderson,39,M,9/28/1985,12/8/2022,3/5/2024,Operations,92397,Meets
391,Lauren,Gardner,45,M,12/12/1933,3/29/2020,5/15/2021,Engineering,9985,Below
392,Jeffery,Lawson ,58,N/A,9/21/2006,9/30/2022,2/19/2026,Marketing,12738,Outstanding
393,Darren,Anthony,62,M,2/7/1969,10/3/2021,3/1/2024,Sales,165157,Needs Improvement
394,Jason,Barrett,24,M,NULL,12/2/2023,5/14/2024,IT,16112,Below
395,Harry,Hart,18,F,3/4/1924,5/29/2023,1/30/2024,Operations,99676,Below
396,Tanya,Gardner,18,M,5/29/1933,12/2/2023,7/16/2027,HR,40814,Exceeds
397,Gary,Hall,21,F,NULL,10/1/2020,12/3/2023,Operations,122462,Needs Improvement
398,Megan,Mendez,47,Decline to comment,NULL,8/26/2021,6/25/2022,IT,112965,Below
399,James,Patton ,58,M,5/18/1969,9/17/2022,12/27/2025,Engineering,163027,Meets
400,Breanna,Grant,59,F,9/12/1999,4/17/2023,6/25/2025,Finance,156047,Below
401,Crystal,Chen,50,N/A,9/24/1962,10/25/2023,3/7/2024,IT,127796,Meets
402,Christopher,Myers ,46,Decline to comment,7/18/1943,3/23/2021,1/15/2023,Sales,193684,Meets
403,Sarah,Washington,44,F,7/31/1932,1/19/2020,11/20/2022,HR,78886,Outstanding
404,Craig,Dudley,63,M,9/8/1954,5/6/2022,12/11/2024,Customer Service,128623,Below
405,Julie,Gibson,43,F,8/25/1986,3/29/2020,1/29/2023,Marketing,40930,Needs Improvement
406,Tina,Benson,62,F,2/25/1910,12/2/2023,1/31/2025,IT,185699,Below
407,Robert,Allen,62,M,4/16/1926,7/18/2021,5/8/2023,IT,73109,Meets
408,Thomas,Davis ,66,M,NULL,5/25/2023,6/5/2025,IT,132267,Meets
409,Amanda,Ruiz,53,Decline to comment,1/23/2014,12/2/2023,5/3/2027,Marketing,139173,Below
410,Ricardo,Johnston,50,F,10/6/2006,3/11/2020,5/24/2022,Marketing,145817,Below
411,Michael,Garner,87,M,11/22/1937,7/20/2022,3/29/2023,IT,59518,Exceeds
412,James,Johnson,22,F,7/12/2005,10/12/2022,9/26/2025,HR,93992,Meets
413,Amanda ,Allen,62,M,12/24/2011,12/2/2023,4/2/2027,Finance,103772,Below
414,Denise,Gerald,43,M,NULL,12/2/2023,12/29/2025,Operations,161842,Below
415,Angela,Lam ,39,F,NULL,12/2/2023,5/12/2028,Operations,109774,Exceeds
416,Gina,Bonilla,22,F,10/18/1916,5/27/2021,11/1/2021,Customer Service,137832,Meets
417,Tyler,Cordova,29,M,NULL,11/15/2021,9/24/2023,Engineering,31919,Needs Improvement
418,Madison ,Roberson,58,M,3/30/1954,1/28/2021,2/11/2024,Operations,191084,Below
419,Tiffany,Garrett,27,M,12/17/2012,5/18/2022,12/10/2023,Operations,13472,Meets
420,Knox,Anderson,35,M,9/25/1995,9/27/2023,7/8/2025,HR,163150,Meets
421,Rebecca,Thomas,52,F,4/13/1914,8/11/2021,7/7/2023,Customer Service,64730,Exceeds
422,Matthew,Lewis,41,M,1/29/1989,7/5/2023,8/13/2024,IT,55115,Meets
423,John,Johnson,43,F,12/30/1982,7/28/2020,6/16/2024,Operations,100040,Outstanding
424,David,Silva,52,F,10/13/1919,3/2/2020,4/20/2020,Finance,35262,Meets
425,William,Yang,64,M,11/25/1908,12/2/2023,4/16/2025,Sales,84235,Exceeds
426,Donald,Hill,59,M,9/13/1989,5/25/2020,12/9/2023,Operations,132242,Below
427,Michael,Benson,45,Decline to comment,10/26/2023,12/6/2020,1/21/2024,Customer Service,159856,Below
428,Rodgers,Curtis,51,M,6/12/1999,4/11/2022,5/9/2023,Finance,151195,Needs Improvement
429,Jason,Ryan,19,M,12/16/1913,3/9/2022,6/19/2024,HR,121297,Outstanding
430,Kayla,Reese,22,F,12/15/1917,10/23/2022,7/19/2025,Engineering,121264,Exceeds
431,Kristin,Diaz,57,M,3/18/1954,12/2/2021,5/15/2025,IT,177049,Meets
432,Mark,Jones,23,F,2/16/2021,12/2/2023,9/18/2025,Operations,105387,Below
433,Holland,Brown,46,Decline to comment,NULL,4/17/2020,9/22/2020,Finance,66156,Exceeds
434,Destiny,Davis,20,F,NULL,5/12/2020,9/26/2020,Customer Service,95422,Outstanding
435,John,Reese,52,M,6/2/1941,12/2/2023,8/7/2028,Marketing,107269,Meets
436,Christopher,Jones,44,M,NULL,3/12/2022,12/27/2025,Marketing,41909,Meets
437,Tommy,Arnold,23,N/A,5/19/1949,12/2/2023,8/23/2025,HR,12759,Exceeds
438,Linda,Johnson,28,M,10/13/1961,4/11/2020,11/12/2020,Operations,58066,Below
439,Vicki,Oneill,22,M,7/5/1912,12/2/2023,1/30/2027,Operations,137480,Exceeds
440,James,Booker,61,F,NULL,4/16/2023,2/22/2026,Sales,141049,Below
441,Stacy,Clark,43,M,NULL,12/2/2023,6/16/2026,Customer Service,30887,Needs Improvement
442,Michael,Clarke,24,F,7/15/1939,4/29/2020,5/9/2021,Operations,3057,Exceeds
443,Wanda,Scott,46,M,NULL,9/2/2020,5/12/2024,IT,6575,Below
444,Janice ,Walls,33,M,8/4/1916,9/26/2021,3/19/2023,Engineering,15004,Meets
445,Vargas,Carlson,56,M,12/24/2020,5/5/2023,4/16/2024,Operations,58160,Exceeds
446,Jasmine ,Walker,64,F,9/9/1983,10/31/2021,2/22/2022,HR,135386,Meets
447,Ford,Smith,37,M,9/10/1967,7/23/2020,1/1/2021,Operations,189493,Needs Improvement
448,Shane,Simpson,33,F,3/19/1968,10/16/2022,4/23/2024,Sales,158719,Meets
449,James,Matthews,53,F,5/29/2018,7/26/2021,9/3/2022,Sales,56214,Outstanding
450,Joseph,Huang,19,F,1/24/1994,10/3/2020,3/24/2024,IT,74571,Meets
451,Tyler,Yu,34,Decline to comment,NULL,7/23/2023,11/12/2026,Customer Service,198119,Outstanding
452,John,Ashley,68,N/A,7/21/2017,4/17/2021,8/26/2023,Finance,69947,Meets
453,Juan,Lewis ,31,F,3/11/1977,12/2/2023,12/22/2024,Operations,111765,Outstanding
454,Margaret,Salazar,18,M,11/4/1954,11/29/2020,8/10/2024,IT,127176,Outstanding
455,Carolyn,Benjamin,23,M,2/22/2007,11/13/2021,5/23/2022,Engineering,85927,Meets
456,Shirley,Byrd,61,F,4/7/1964,4/27/2021,9/21/2023,HR,137932,Needs Improvement
457,Alyssa,Cox,26,M,3/3/1952,7/13/2022,3/10/2023,IT,55521,Needs Improvement
458,Andrew,Gardner,55,M,8/6/1922,3/9/2020,3/20/2022,IT,148776,Needs Improvement
459,Matthew ,Nelson,47,F,3/15/1976,6/13/2022,4/23/2023,Customer Service,85807,Outstanding
460,Cassandra,Smith,44,F,5/20/1955,4/10/2021,3/13/2022,Engineering,137111,Outstanding
461,Paul,Adkins,59,F,NULL,5/4/2022,7/13/2024,Engineering,60854,Meets
462,Anna,Rodriguez,47,F,4/1/2013,10/27/2020,8/2/2021,Sales,175179,Meets
463,Paul,Williams,41,F,5/25/1948,6/15/2023,12/11/2023,HR,38363,Outstanding
464,Elizabeth,Little,60,F,9/30/1939,10/29/2021,3/4/2023,Operations,158740,Below
465,Natalie,Jones,59,F,11/26/2021,6/12/2023,1/13/2024,Operations,50721,Exceeds
466,Austin,Stanley,58,M,11/14/1912,12/2/2023,4/10/2028,Customer Service,136051,Exceeds
467,Deborah,Morton,84,M,6/24/1940,1/13/2020,10/20/2023,Finance,163985,Exceeds
468,Lopez,Jones,NULL,N/A,NULL,6/17/2020,7/26/2022,Sales,139230,Below
469,Charles ,Lindsey,29,M,11/6/1991,1/25/2020,3/7/2022,HR,37582,Below
470,Michelle,Thompson,62,F,3/10/1926,9/2/2022,8/22/2025,HR,71144,Below
471,Sharon,Johnson,45,M,NULL,8/2/2020,5/14/2022,IT,87302,Below
472,Christopher,Farrell,37,N/A,8/14/1915,1/31/2023,10/18/2023,HR,46469,Needs Improvement
473,Michael,Deborah,68,Decline to comment,10/1/1953,3/21/2020,4/18/2021,Sales,13839,Outstanding
474,Sara,Harper,40,M,6/29/1953,3/12/2023,1/4/2024,Engineering,136235,Meets
475,Deanna,Martinez ,25,F,10/23/1965,11/20/2021,6/21/2023,Customer Service,184360,Exceeds
476,Ronald,Clark,44,N/A,4/24/1986,8/3/2020,11/27/2023,Operations,139474,Below
477,Shawn ,Williams,NULL,Decline to comment,NULL,12/12/2021,5/10/2025,Marketing,68248,Outstanding
478,Melissa,Swanson,35,F,6/30/2009,5/25/2023,3/5/2027,Operations,189505,Outstanding
479,Angelica,Jones,66,F,4/3/2002,8/29/2022,1/27/2023,Finance,118853,Exceeds
480,Craig,Ochoa,21,F,5/27/1986,8/29/2020,10/30/2020,HR,96653,Meets
481,Angela,Cross,24,M,10/27/2007,10/6/2020,9/2/2022,Sales,149326,Meets
482,Walter,Reed,48,N/A,NULL,5/11/2021,11/5/2022,Customer Service,73481,Outstanding
483,Anthony,Robinson,43,M,3/28/1995,1/2/2022,5/22/2022,Customer Service,156135,Meets
484,Jacqueline ,Brown ,24,M,9/20/1978,1/26/2023,12/5/2024,Operations,73022,Outstanding
485,Melissa,Oneill,47,F,5/23/1964,11/29/2023,11/13/2026,IT,144212,Needs Improvement
486,Tiffany,James,42,N/A,4/19/1979,5/6/2020,7/30/2022,Engineering,38816,Outstanding
487,Hannah,Kramer,48,M,12/4/1908,8/10/2020,8/29/2023,IT,155247,Outstanding
488,Yvonne,Barber ,33,F,12/2/1958,3/22/2021,1/9/2024,Marketing,115343,Meets
489,Jerry,Jenkins,56,M,9/27/1945,12/20/2023,2/14/2026,Finance,157029,Meets
490,Valerie,Cowan ,111,F,7/3/1913,7/11/2022,1/1/2024,Customer Service,162189,Outstanding
491,Lindsey,Ferrell,27,F,6/4/2002,12/24/2021,8/15/2023,Operations,97976,Meets
492,Corey,Lopez,81,M,10/11/1943,2/18/2020,7/7/2023,HR,8880,Outstanding
493,Nancy,Dominguez ,67,F,10/10/1927,4/19/2022,10/13/2024,Marketing,11606,Needs Improvement
494,Patrick,Salazar,70,M,1/11/2022,8/4/2021,5/29/2022,IT,183081,Outstanding
495,Robert,Martin,42,M,4/7/2024,12/2/2023,11/14/2024,Finance,60918,Needs Improvement
496,Evan,Burnett,21,F,9/13/1945,1/1/2024,2/10/2027,HR,167725,Meets
497,Michael,Williams,44,M,1/28/1915,8/30/2020,9/26/2023,Marketing,156569,Exceeds
498,Matthew ,Thomas ,66,M,3/7/1922,10/18/2021,2/3/2022,Sales,149943,Needs Improvement
499,Sergio,Beck,31,F,NULL,12/20/2023,11/2/2026,HR,157417,Below
500,James,Andersen,46,M,8/20/1978,5/4/2021,7/13/2024,Marketing,171914,Below
501,Kathy,Johnson,32,F,9/23/2014,8/6/2023,11/13/2024,IT,145448,Outstanding
502,Robert,Griffin,48,F,NULL,3/16/2021,7/2/2023,Finance,53795,Below
503,Manuel,Johnson,67,M,1/28/2018,5/4/2021,12/14/2023,HR,194293,Meets
504,Shelby,King ,53,M,8/17/1944,12/2/2023,11/23/2025,Finance,69912,Exceeds
505,Kara,Hendricks,38,F,4/16/1959,12/2/2023,12/15/2025,Customer Service,131427,Exceeds
506,Carlos,Martin,30,Decline to comment,3/2/1963,12/2/2023,8/22/2027,Sales,192887,Exceeds
507,Alexander,Jacobs,47,M,12/23/1991,3/19/2020,8/22/2022,Engineering,68617,Needs Improvement
508,Robert,Daniel,35,F,6/7/1947,6/18/2022,6/22/2023,Finance,12071,Meets
509,Allison,Donovan,44,M,3/25/1953,11/24/2020,1/30/2021,Customer Service,60060,Below
510,Shari,Sanchez,70,M,11/14/1978,7/25/2021,7/18/2022,Finance,41698,Meets
511,Robert,Shields ,29,F,11/30/1988,2/4/2020,11/30/2020,Finance,58589,Needs Improvement
512,Samantha ,Payne,58,F,8/2/1970,3/12/2021,4/14/2021,HR,39306,Below
513,Laura,Taylor,28,M,5/29/1974,9/22/2021,3/26/2024,HR,84757,Outstanding
514,Elizabeth,Rowland,56,F,8/16/1971,12/2/2023,11/14/2027,IT,125042,Exceeds
515,John,Rodriguez,32,F,6/1/1992,9/19/2023,1/26/2026,Engineering,99403,Below
516,Courtney,Wright,22,N/A,9/16/2016,2/24/2020,6/24/2020,HR,113530,Meets
517,Emily,Gonzalez,30,M,2/19/1930,3/5/2023,4/1/2024,Marketing,198840,Below
518,Michael,Calderon,32,F,1/27/2011,12/2/2023,11/5/2028,Finance,154093,Meets
519,Mack,Hall,66,F,11/10/1980,1/26/2022,6/27/2025,Operations,120725,Needs Improvement
520,Sarah,Porter,28,M,4/17/1943,6/2/2020,1/19/2024,Finance,161207,Exceeds
521,Bradley ,Smith,20,Decline to comment,1/5/2000,10/28/2020,3/16/2024,HR,37658,Meets
522,Anthony,Armstrong,22,M,1/12/1989,12/2/2023,2/17/2025,Sales,94302,Below
523,James,Moore,33,F,5/4/1987,3/19/2022,5/8/2022,Finance,60744,Meets
524,Douglas ,Li,40,M,5/29/1961,2/8/2022,2/24/2023,Finance,125629,Outstanding
525,Jon,Pearson,38,M,12/19/1963,2/20/2021,6/10/2021,IT,33656,Exceeds
526,Stark,Pitts,103,M,1/21/1921,7/26/2023,5/10/2027,IT,2656,Exceeds
527,Jason ,Newman,40,F,4/10/2014,12/2/2023,10/15/2025,Engineering,145109,Exceeds
528,Lee,Peck,18,F,3/29/1937,11/16/2020,5/8/2023,Customer Service,193440,Meets
529,Justin,Castro,107,F,11/30/1917,7/8/2021,10/31/2022,Marketing,140756,Needs Improvement
530,Jenkins,Vaughn,22,F,10/18/1908,12/2/2023,1/7/2028,Sales,181148,Needs Improvement
531,Robert ,Gallagher,47,F,9/4/2011,12/2/2023,4/27/2025,HR,45632,Below
532,Joan,Moore,28,N/A,9/19/1958,12/25/2022,2/25/2025,Finance,4935,Meets
533,Megan ,Mayo,44,M,5/14/1920,12/2/2023,9/18/2026,Customer Service,168064,Needs Improvement
534,Michael,Colon ,60,F,NULL,9/15/2020,3/2/2021,Engineering,6876,Below
535,David ,Carlson,33,M,2/22/1985,9/9/2023,10/13/2025,Operations,165237,Needs Improvement
536,Melissa,Noble,70,F,2/10/2016,1/31/2023,7/17/2026,HR,174889,Meets
537,Scott,Smith,NULL,M,NULL,7/11/2020,3/4/2023,HR,176518,Below
538,Kevin,Reeves ,32,F,2/5/1987,2/3/2021,10/16/2023,Finance,150995,Below
539,Susan,Johnson,53,N/A,10/22/2014,9/14/2021,10/15/2021,IT,10995,Below
540,Emma,Sullivan,96,F,3/3/1928,5/28/2022,3/22/2026,Operations,36720,Meets
541,Mark,Bass,50,F,1/28/1981,3/8/2023,4/30/2023,Engineering,45418,Needs Improvement
542,Tracy,Sanchez,66,M,3/17/1919,4/11/2023,8/14/2025,IT,5597,Needs Improvement
543,Theresa,Smith,40,M,8/24/2015,12/12/2022,3/1/2025,Sales,70035,Needs Improvement
544,Shari,Gilbert,29,M,4/16/1998,12/2/2023,9/2/2026,Finance,12254,Below
545,Roy,Payne,52,Decline to comment,9/19/1971,3/19/2023,3/6/2025,Marketing,173434,Outstanding
546,Tina,Green,46,F,10/16/1978,3/18/2020,11/3/2022,Engineering,166151,Meets
547,Brooke,Donaldson,30,M,11/23/1964,12/13/2022,10/22/2025,Operations,199233,Meets
548,Amy,Joe,70,F,5/3/1997,12/2/2023,4/4/2026,Marketing,39072,Below
549,Robert,Pace ,48,F,11/13/1942,8/23/2021,1/26/2024,Operations,186723,Meets
550,Kenneth,Green,101,N/A,5/26/1923,3/20/2021,7/26/2023,Operations,44099,Meets
551,Andre,Rush,76,M,11/25/1948,6/13/2020,1/3/2023,Finance,115084,Needs Improvement
552,Lauren ,Fuentes,28,M,4/29/1980,12/29/2022,9/8/2024,IT,57517,Exceeds
553,Tammy,Blackwell,69,F,2/20/1942,12/2/2023,12/25/2025,Engineering,166098,Meets
554,John,Butler,32,M,6/1/1992,1/17/2020,1/10/2023,Finance,99352,Below
555,Billy,Gonzalez ,70,M,12/1/1945,12/29/2020,12/25/2022,Operations,150790,Meets
556,Matthew,Durham,54,Decline to comment,11/10/1960,5/21/2022,3/28/2023,HR,137827,Needs Improvement
557,Francisco,Williamson,56,F,8/8/1933,7/20/2021,3/1/2025,IT,106359,Meets
558,Jill,Compton,103,M,10/17/1921,12/2/2023,8/4/2027,HR,123606,Needs Improvement
559,Jason,Serrano,45,M,9/16/1922,10/1/2022,10/9/2023,Sales,154009,Outstanding
560,Amy,Hartman,19,N/A,4/23/2024,4/25/2022,4/1/2026,Sales,67737,Needs Improvement
561,Thomas,Hays,36,F,8/4/2007,4/26/2022,11/26/2024,IT,15403,Meets
562,Kevin,Hernandez,53,F,6/27/1925,8/1/2021,11/8/2023,Marketing,121912,Outstanding
563,Courtney,Parker,34,F,8/19/1948,10/30/2020,5/8/2022,Marketing,194436,Outstanding
564,Erica,Harris,57,F,2/10/1928,4/17/2022,5/23/2023,Finance,57242,Exceeds
565,Brittney,White,47,M,NULL,12/2/2023,3/9/2024,HR,150642,Below
566,Dalton,Jimenez,53,M,6/3/1935,6/30/2023,12/30/2026,Customer Service,103021,Below
